label,intensidade,simetria
0,118.10196078431373,136.47450980392156
0,114.87450980392157,144.46274509803922
0,150.49411764705883,145.47058823529412
0,144.73333333333332,150.47843137254904
0,121.52549019607844,121.77254901960785
0,144.4156862745098,119.8549019607843
0,149.01568627450982,141.7764705882353
0,131.61960784313726,138.92156862745097
0,128.05098039215687,118.30588235294118
0,116.05098039215686,129.4392156862745
0,155.35294117647058,124.4235294117647
0,131.68235294117648,146.44313725490196
0,155.05882352941177,138.72941176470587
0,142.53333333333333,125.71764705882353
0,137.32549019607842,131.63529411764705
0,126.80392156862744,113.76078431372548
0,126.07843137254902,118.83529411764707
0,142.57647058823528,140.70980392156864
0,135.75294117647059,128.65490196078431
0,136.57647058823528,151.6235294117647
0,125.7607843137255,137.12941176470588
0,145.64313725490197,133.74117647058824
0,143.05882352941177,121.65490196078431
0,128.13725490196077,123.2156862745098
0,152.58039215686276,131.34901960784313
0,115.00784313725491,140.19607843137254
0,144.74117647058824,148.30196078431374
0,131.06274509803922,141.52156862745096
0,152.6,144.38039215686274
0,147.0705882352941,154.67450980392158
0,152.7019607843137,128.36470588235295
0,127.7764705882353,130.3843137254902
0,137.72549019607843,153.93333333333334
0,124.32941176470588,147.7098039215686
0,141.65882352941176,149.39215686274508
0,129.3921568627451,128.53725490196078
0,138.25098039215686,150.4156862745098
0,147.70980392156864,130.78823529411767
0,144.0392156862745,116.08627450980393
0,121.99215686274509,143.89803921568628
0,135.31764705882352,140.14117647058822
0,137.8392156862745,126.16470588235293
0,121.03137254901961,151.94509803921568
0,133.45490196078433,153.2941176470588
0,150.3294117647059,147.39999999999998
0,141.1607843137255,120.1450980392157
0,123.72941176470589,144.4078431372549
0,133.8235294117647,145.0078431372549
0,156.06666666666666,139.8
0,141.0392156862745,128.45490196078433
0,117.2156862745098,146.08627450980393
0,158.85098039215686,139.6
0,133.69803921568626,156.17254901960786
0,137.07843137254903,154.94117647058823
0,122.81176470588235,151.52941176470588
0,129.6392156862745,142.48235294117646
0,140.53333333333333,139.1764705882353
0,125.74117647058823,116.37647058823529
0,149.84313725490196,147.79607843137256
0,120.2,134.2078431372549
0,126.50588235294117,139.3686274509804
0,153.25882352941176,133.1058823529412
0,140.16862745098038,139.72156862745098
0,122.13333333333334,142.06666666666666
0,149.94509803921568,128.921568627451
0,145.86666666666667,120.3607843137255
0,125.21960784313725,140.97254901960784
0,125.87058823529412,145.77647058823527
0,136.06666666666666,136.25098039215686
0,124.8156862745098,127.70196078431374
0,122.8156862745098,128.83529411764707
0,126.2078431372549,128.2
0,128.2627450980392,147.40784313725493
0,124.43529411764706,147.93333333333334
0,131.27843137254902,140.77254901960782
0,125.32941176470588,124.78039215686275
0,133.28235294117647,119.49411764705883
0,119.53725490196078,150.97254901960784
0,135.09411764705882,125.12549019607843
0,136.3843137254902,136.04705882352943
0,120.86666666666666,132.1843137254902
0,112.5921568627451,134.49411764705883
0,127.23137254901961,155.4470588235294
0,129.87058823529412,147.14509803921567
0,154.0705882352941,132.18823529411765
0,119.60392156862746,150.25882352941176
0,124.8078431372549,152.1137254901961
0,126.71372549019608,135.04705882352943
0,152.0705882352941,129.08627450980393
0,115.95686274509804,133.65098039215684
0,146.38823529411764,140.09803921568627
0,130.2980392156863,157.27843137254902
0,134.53725490196078,142.26666666666665
0,117.67843137254901,133.98823529411766
0,124.19607843137256,143.06666666666666
0,132.0,116.43921568627451
0,119.69411764705882,127.64313725490197
0,120.98823529411764,146.69803921568626
0,140.69019607843137,136.4549019607843
0,139.04705882352943,116.39607843137256
0,133.99607843137255,130.29019607843136
0,112.74509803921569,131.46666666666667
0,134.10196078431372,145.67058823529413
0,120.07843137254902,129.02745098039216
0,118.58823529411765,132.78039215686275
0,148.69803921568626,137.67450980392158
0,143.26666666666668,130.06274509803922
0,119.72156862745098,146.7019607843137
0,136.78039215686275,153.98823529411766
0,137.06666666666666,112.85882352941177
0,146.07450980392156,118.18039215686275
0,119.94901960784314,133.22352941176473
0,154.01960784313727,143.34509803921569
0,134.08235294117648,144.80392156862746
0,143.22745098039215,123.23137254901961
0,128.38823529411764,115.68235294117648
0,145.49019607843138,143.4823529411765
0,131.05490196078432,118.77254901960785
0,132.65490196078431,125.53333333333333
0,139.30980392156863,144.01960784313724
0,120.61960784313726,140.89803921568628
0,127.29019607843138,123.65098039215685
0,151.54901960784315,145.4078431372549
0,146.79607843137254,123.56470588235294
0,145.4078431372549,153.90196078431373
0,116.03921568627452,134.1529411764706
0,117.3921568627451,123.65882352941176
0,131.07843137254903,119.07843137254902
0,132.6156862745098,128.03529411764706
0,138.09019607843138,114.6078431372549
0,115.87843137254902,131.68627450980392
0,144.53333333333333,145.57254901960783
0,139.2156862745098,126.67058823529412
0,151.2549019607843,132.3607843137255
0,138.0313725490196,120.56862745098039
0,144.54901960784315,127.6313725490196
0,123.04313725490196,142.02745098039213
0,139.36470588235295,136.10196078431375
0,136.72156862745098,128.18039215686275
0,127.13333333333334,131.23529411764707
0,152.1607843137255,140.7764705882353
0,140.22745098039215,129.94509803921568
0,131.6156862745098,139.56470588235294
0,143.9764705882353,136.06274509803922
0,128.9764705882353,147.85490196078433
0,130.28235294117647,144.79607843137256
0,132.07843137254903,114.15686274509804
0,149.3843137254902,149.2313725490196
0,118.6313725490196,148.3843137254902
0,119.37647058823529,118.84705882352941
0,151.32156862745097,133.18039215686275
0,132.10980392156864,153.8470588235294
0,124.74901960784314,136.1058823529412
0,140.05882352941177,146.8470588235294
0,127.72941176470589,125.37254901960785
0,152.07450980392156,134.26666666666665
0,139.49803921568628,131.9294117647059
0,120.28627450980392,138.26666666666665
0,150.19607843137254,128.28627450980392
0,133.07450980392156,137.8156862745098
0,140.29019607843136,130.47450980392156
0,131.12156862745098,126.9607843137255
0,127.90588235294118,141.32549019607842
0,117.74117647058823,125.72941176470589
0,122.44705882352942,136.05098039215687
0,153.0313725490196,138.34117647058824
0,148.3607843137255,151.75686274509803
0,136.15686274509804,112.9607843137255
0,154.18823529411765,136.9921568627451
0,130.78823529411764,120.64313725490197
0,131.85098039215686,117.07058823529411
0,122.62745098039215,133.78039215686275
0,122.30196078431372,119.01960784313725
0,142.28235294117647,143.67450980392158
0,126.8156862745098,113.29411764705881
0,137.26666666666668,142.6470588235294
0,120.8,125.72941176470587
0,140.31372549019608,142.52941176470588
0,126.32156862745099,155.71764705882353
0,132.4156862745098,135.9921568627451
0,138.6156862745098,147.65098039215687
0,126.89803921568627,153.57647058823528
0,158.4078431372549,140.75294117647059
0,135.69019607843137,124.28627450980392
0,142.86666666666667,116.25098039215686
0,121.3921568627451,136.9607843137255
0,153.54901960784315,129.1607843137255
0,130.9686274509804,143.88235294117646
0,139.67843137254903,136.05098039215687
0,120.05098039215686,147.7450980392157
0,143.94509803921568,139.76862745098038
0,136.19607843137254,127.65490196078431
0,122.61176470588235,142.88235294117646
0,136.12941176470588,113.65490196078431
0,128.2078431372549,127.86666666666666
0,126.12156862745098,124.62352941176471
0,137.25098039215686,118.16078431372549
0,146.13333333333333,118.2156862745098
0,120.61960784313726,141.01176470588234
0,135.94117647058823,142.12941176470588
0,149.71372549019608,143.44313725490196
0,149.67843137254903,143.74117647058824
0,124.89411764705882,138.90980392156862
0,146.75686274509803,122.71764705882353
0,145.94509803921568,139.1450980392157
0,137.27058823529413,153.4549019607843
0,144.2980392156863,127.9921568627451
0,129.21176470588236,152.60000000000002
0,118.52549019607844,132.5176470588235
0,128.92156862745097,116.71372549019608
0,116.48627450980392,126.9764705882353
0,150.1137254901961,118.51764705882354
0,124.66666666666667,149.20784313725488
0,147.3372549019608,137.69019607843137
0,139.3607843137255,150.82745098039214
0,129.1137254901961,155.0156862745098
0,154.56470588235294,140.05490196078432
0,127.2078431372549,152.45098039215685
0,120.69803921568628,121.4
0,139.2941176470588,113.48235294117647
0,148.0705882352941,148.4470588235294
0,128.45490196078433,124.72156862745098
0,140.52549019607844,135.41176470588235
0,140.74901960784314,131.0
0,130.96470588235294,147.6235294117647
0,136.64313725490197,146.81176470588235
0,128.12549019607843,135.09019607843138
0,136.63529411764705,133.15686274509804
0,124.19607843137256,140.94901960784313
0,126.6470588235294,148.57647058823528
0,133.1607843137255,123.6
0,136.18039215686275,142.4470588235294
0,121.87843137254902,143.27843137254902
0,131.8156862745098,116.70588235294119
0,126.03529411764706,147.6235294117647
0,113.76470588235294,138.94117647058823
0,120.09019607843138,134.43529411764706
0,115.72156862745098,125.43137254901961
0,142.1450980392157,137.76470588235293
0,131.41960784313724,113.83137254901962
0,137.51372549019607,125.52549019607844
0,124.29411764705883,122.37254901960785
0,136.06274509803922,136.85882352941178
0,113.51372549019608,131.06274509803922
0,135.0,118.74509803921569
0,150.91372549019607,145.81176470588235
0,139.94901960784313,134.58823529411765
0,131.1764705882353,133.30196078431374
0,114.94117647058823,135.46274509803922
1,44.70196078431373,59.17254901960784
1,59.85098039215686,79.42745098039217
1,48.55294117647059,71.7843137254902
1,69.43529411764706,68.98823529411766
1,51.54117647058823,77.96470588235294
1,46.674509803921566,74.84313725490196
1,48.09803921568628,71.96470588235294
1,46.819607843137256,73.8078431372549
1,56.51764705882353,72.51372549019608
1,63.15294117647059,57.67058823529412
1,48.02745098039216,71.89803921568628
1,47.8235294117647,78.70196078431371
1,52.227450980392156,63.12156862745098
1,48.12549019607843,63.75686274509805
1,60.870588235294115,59.13333333333333
1,48.831372549019605,72.70980392156864
1,52.64705882352941,64.76862745098039
1,53.78431372549019,69.53333333333333
1,45.94117647058823,70.67843137254903
1,63.63529411764706,67.39607843137254
1,51.627450980392155,76.23137254901961
1,54.95294117647059,60.10196078431373
1,54.090196078431376,67.88235294117646
1,58.13725490196079,84.53725490196078
1,57.14509803921569,75.57647058823528
1,47.61176470588235,56.023529411764706
1,57.45490196078431,76.54901960784314
1,54.79607843137255,57.286274509803924
1,50.188235294117646,78.23137254901961
1,66.10196078431373,63.13333333333333
1,49.48627450980392,65.34901960784313
1,58.04705882352941,79.24705882352941
1,60.21568627450981,73.31764705882352
1,45.917647058823526,73.18823529411765
1,49.32941176470588,58.356862745098034
1,66.89019607843137,51.752941176470586
1,67.90588235294118,77.96470588235294
1,57.16078431372549,78.8
1,46.48235294117647,58.66274509803921
1,57.450980392156865,82.19607843137254
1,52.227450980392156,65.59607843137255
1,44.37647058823529,65.3686274509804
1,46.8078431372549,72.92549019607843
1,55.772549019607844,68.12941176470588
1,50.870588235294115,55.46666666666667
1,60.10588235294118,60.015686274509804
1,46.674509803921566,56.37647058823529
1,62.015686274509804,61.14509803921568
1,64.49803921568628,75.52549019607844
1,48.07058823529412,76.34901960784313
1,51.56078431372549,66.33725490196079
1,47.549019607843135,60.36862745098039
1,60.384313725490195,66.32156862745097
1,45.490196078431374,73.63529411764705
1,49.1921568627451,77.2392156862745
1,68.68627450980392,58.10588235294118
1,53.47843137254902,72.87450980392157
1,44.64313725490196,66.09803921568627
1,46.14509803921569,68.97647058823529
1,56.48627450980392,72.64313725490197
1,65.34901960784313,65.39607843137254
1,52.52549019607843,76.86666666666667
1,50.51764705882353,54.26274509803922
1,62.47450980392157,60.509803921568626
1,57.509803921568626,80.50980392156862
1,51.1921568627451,66.85098039215686
1,61.44313725490196,79.45882352941177
1,57.21176470588235,63.01960784313726
1,53.188235294117646,71.8549019607843
1,57.43921568627451,66.09803921568627
1,65.30980392156863,58.23529411764706
1,68.72549019607843,78.19607843137254
1,48.745098039215684,76.35294117647058
1,51.16470588235294,62.3921568627451
1,55.03137254901961,75.12549019607843
1,65.94509803921568,66.70196078431373
1,68.78039215686275,69.30196078431374
1,69.49411764705883,62.63137254901961
1,69.25098039215686,56.15294117647059
1,55.44705882352941,59.07058823529412
1,55.70980392156863,56.576470588235296
1,56.25098039215686,73.29411764705883
1,54.333333333333336,73.97254901960784
1,67.25490196078431,55.498039215686276
1,44.69803921568627,65.43137254901961
1,49.72156862745098,71.52156862745099
1,48.615686274509805,62.97254901960785
1,46.462745098039214,61.372549019607845
1,51.976470588235294,57.345098039215685
1,50.568627450980394,58.90588235294118
1,62.705882352941174,54.70196078431373
1,49.023529411764706,75.52941176470588
1,64.49019607843137,62.78823529411765
1,53.772549019607844,81.9843137254902
1,65.03529411764706,78.47058823529412
1,70.10980392156863,65.2078431372549
1,48.93333333333333,74.0156862745098
1,51.77647058823529,60.521568627450975
1,53.27450980392157,59.00392156862745
1,57.14901960784314,53.61960784313726
1,46.64313725490196,58.49411764705882
1,57.23529411764706,81.84705882352941
1,60.27843137254902,77.77254901960785
1,50.16470588235294,78.99607843137255
1,44.254901960784316,69.49411764705883
1,57.529411764705884,70.51372549019608
1,54.07450980392157,80.5843137254902
1,66.30588235294118,75.43137254901961
1,46.247058823529414,62.67058823529412
1,65.70588235294117,61.807843137254906
1,65.2392156862745,83.02745098039216
1,66.97254901960784,56.32941176470588
1,51.73725490196078,62.50588235294117
1,60.949019607843134,77.72941176470587
1,72.89019607843137,72.44313725490196
1,55.94117647058823,70.02352941176471
1,56.31372549019608,64.42745098039217
1,55.043137254901964,54.015686274509804
1,52.26274509803922,74.8
1,49.8235294117647,76.84705882352941
1,59.384313725490195,63.91372549019608
1,54.694117647058825,66.03137254901961
1,46.23137254901961,69.89411764705882
1,64.4,61.8156862745098
1,59.01176470588236,60.37647058823529
1,46.20392156862745,73.53725490196078
1,49.56078431372549,56.94901960784314
1,53.04705882352941,74.57254901960783
1,45.66274509803922,65.41960784313726
1,62.5921568627451,74.80000000000001
1,52.043137254901964,82.07058823529412
1,72.13333333333334,66.11764705882352
1,57.180392156862744,56.55294117647058
1,59.188235294117646,57.39607843137255
1,52.52549019607843,67.1921568627451
1,51.537254901960786,62.78431372549019
1,47.345098039215685,74.03137254901961
1,48.917647058823526,77.96078431372548
1,58.294117647058826,65.52156862745099
1,56.02745098039216,78.24313725490197
1,45.47450980392157,68.11764705882354
1,65.23529411764706,74.28235294117647
1,64.8156862745098,50.84705882352941
1,55.22352941176471,73.05882352941177
1,47.90588235294118,74.5921568627451
1,47.462745098039214,69.5764705882353
1,64.7921568627451,55.38823529411765
1,59.207843137254905,58.04705882352941
1,50.36470588235294,78.8156862745098
1,52.92156862745098,55.88235294117647
1,61.86666666666667,52.84705882352941
1,68.54901960784314,52.43529411764706
1,51.07450980392157,66.63529411764706
1,46.68235294117647,72.65098039215687
1,57.30980392156863,72.71764705882353
1,69.49803921568628,74.33725490196079
1,50.694117647058825,59.92156862745098
1,50.62352941176471,50.501960784313724
1,50.1764705882353,65.49411764705883
1,46.58039215686274,70.56470588235294
1,52.333333333333336,68.25882352941176
1,64.94117647058823,57.160784313725486
1,48.576470588235296,57.06666666666666
1,45.51372549019608,68.21960784313725
1,66.05490196078432,57.498039215686276
1,57.207843137254905,52.56862745098039
1,59.93333333333333,75.5764705882353
1,55.8078431372549,59.70980392156863
1,60.36862745098039,73.12941176470588
1,50.6,51.67843137254902
1,51.71764705882353,59.24313725490196
1,56.38039215686275,80.63921568627451
1,48.03921568627451,80.06666666666666
1,45.741176470588236,59.713725490196076
1,54.09411764705882,58.705882352941174
1,65.6156862745098,61.82745098039216
1,56.32156862745098,55.69803921568628
1,50.529411764705884,71.17254901960784
1,50.27843137254902,55.85098039215686
1,50.745098039215684,65.70196078431371
1,51.23137254901961,58.9921568627451
1,55.76078431372549,75.50196078431372
1,64.82745098039216,74.61960784313726
1,49.56078431372549,73.68627450980392
1,66.1686274509804,70.99607843137255
1,57.8235294117647,65.26274509803922
1,46.08627450980392,75.98039215686273
1,53.23137254901961,56.25098039215686
1,63.39607843137255,68.50196078431372
1,52.44705882352941,78.91764705882352
1,73.67450980392157,58.61960784313726
1,46.4078431372549,77.68627450980392
1,62.45882352941177,67.05490196078432
1,54.06666666666667,78.93725490196078
1,44.10980392156863,69.25098039215686
1,63.72156862745098,80.40392156862745
1,53.8156862745098,78.56862745098039
1,50.80392156862745,72.74117647058824
1,72.34901960784313,65.3921568627451
1,66.37647058823529,79.38039215686274
1,71.69803921568628,62.509803921568626
1,60.64705882352941,72.25490196078431
1,53.67058823529412,68.81960784313725
1,50.42745098039216,57.654901960784315
1,74.55686274509804,59.490196078431374
1,68.51372549019608,58.69803921568628
1,53.674509803921566,79.80392156862746
1,58.666666666666664,83.13333333333333
1,53.48627450980392,77.11372549019607
1,50.713725490196076,82.30588235294118
1,65.42745098039215,64.81176470588235
1,53.05490196078431,81.29411764705881
1,56.090196078431376,60.34901960784313
1,52.325490196078434,67.56862745098039
1,61.996078431372545,69.69411764705882
1,58.345098039215685,78.88627450980391
1,45.39607843137255,72.2392156862745
1,62.023529411764706,71.25490196078431
1,62.792156862745095,76.43529411764706
1,45.36862745098039,69.05490196078432
1,62.9921568627451,66.12941176470588
1,55.03137254901961,77.52941176470588
1,47.537254901960786,58.53333333333333
1,48.79607843137255,69.25490196078431
1,72.61960784313726,61.819607843137256
1,71.83921568627451,65.47450980392156
1,59.51764705882353,70.69411764705882
1,61.32941176470588,66.70196078431373
1,53.043137254901964,51.35686274509804
1,48.792156862745095,54.74901960784314
1,44.14901960784314,70.00392156862745
1,58.03921568627451,68.49411764705883
1,56.831372549019605,81.53725490196078
1,49.69803921568627,74.54117647058823
1,57.03137254901961,71.85882352941177
1,53.28235294117647,71.0392156862745
1,44.07450980392157,67.15686274509804
1,47.372549019607845,75.49019607843138
1,60.51372549019608,80.01960784313725
1,52.956862745098036,60.43137254901961
1,51.83529411764706,72.90588235294118
1,55.16470588235294,61.12156862745098
1,59.66274509803922,69.41176470588235
1,51.333333333333336,79.13725490196079
1,69.06274509803922,75.43529411764706
1,58.25098039215686,62.117647058823536
1,47.13333333333333,66.74117647058824
1,65.27058823529411,67.98823529411764
1,67.20392156862745,72.43529411764706
1,46.831372549019605,58.549019607843135
1,58.450980392156865,74.90196078431373
1,64.01960784313725,65.2078431372549
1,45.909803921568624,54.88627450980392
1,49.423529411764704,67.5921568627451
1,51.61176470588235,80.87450980392157
1,63.858823529411765,73.82352941176471
1,58.023529411764706,62.258823529411764
1,60.84313725490196,59.803921568627445
1,50.8156862745098,55.54117647058824
1,49.588235294117645,67.25882352941176
1,67.96078431372548,55.56078431372549
1,56.529411764705884,66.49411764705883
1,68.26274509803922,61.52549019607843
1,45.83921568627451,62.76078431372549
1,48.529411764705884,55.16470588235294
1,57.63921568627451,70.90980392156862
1,46.090196078431376,66.0156862745098
1,62.36078431372549,55.4156862745098
1,61.12549019607843,66.98823529411764
1,54.831372549019605,57.29019607843137
1,56.8156862745098,64.57254901960783
1,54.77647058823529,74.7843137254902
1,45.63921568627451,66.8
1,54.345098039215685,56.79607843137255
1,45.615686274509805,59.247058823529414
1,46.70196078431373,59.325490196078434
1,54.14509803921569,82.83137254901962
1,55.870588235294115,78.54509803921569
1,44.03137254901961,69.15294117647059
1,51.34117647058824,74.1921568627451
1,47.4078431372549,61.03921568627451
1,57.44313725490196,78.70980392156864
1,49.89019607843137,59.44705882352942
1,59.568627450980394,72.83137254901962
1,58.101960784313725,78.34117647058824
1,47.68627450980392,59.36078431372549
1,51.956862745098036,65.89411764705882
1,69.7607843137255,59.02745098039215
1,44.023529411764706,63.06666666666666
1,51.450980392156865,64.76470588235294
1,51.16078431372549,60.02745098039216
1,46.23529411764706,77.33333333333333
1,64.20392156862745,57.023529411764706
1,44.984313725490196,62.91764705882353
1,48.33725490196078,72.16470588235295
1,52.91372549019608,83.18039215686275
1,47.87843137254902,79.37647058823529
1,51.36078431372549,81.65098039215687
1,54.266666666666666,75.43137254901961
1,49.28235294117647,67.82745098039216
1,53.05490196078431,60.294117647058826
1,47.17254901960784,71.28235294117647
1,52.27843137254902,78.03529411764706
1,63.52549019607843,53.345098039215685
1,53.02745098039216,68.25098039215686
1,57.40392156862745,81.20392156862746
1,58.19607843137255,63.964705882352945
1,61.36862745098039,81.75686274509803
1,72.25490196078431,68.12941176470588
1,50.345098039215685,74.1921568627451
1,47.85098039215686,68.97254901960784
1,53.03137254901961,58.6078431372549
1,50.207843137254905,79.14509803921568
1,56.2,81.41960784313726
1,52.82745098039216,76.80392156862746
1,45.75686274509804,61.133333333333326
1,62.8235294117647,81.01176470588236
1,54.431372549019606,78.93725490196078
1,63.82745098039216,69.26274509803922
1,57.46666666666667,79.07843137254902
1,45.73725490196078,71.16862745098038
1,47.72941176470588,68.10980392156863
1,46.819607843137256,78.10196078431372
1,54.831372549019605,82.76862745098039
1,56.33725490196078,72.8078431372549
1,55.30196078431373,75.90196078431373
1,53.90196078431372,65.95294117647059
1,54.28235294117647,84.16078431372549
1,64.4235294117647,50.886274509803926
1,62.05490196078431,69.03921568627452
1,53.082352941176474,57.69019607843137
1,58.88627450980392,66.69019607843137
1,51.40392156862745,68.03529411764706
1,50.47843137254902,63.70980392156863
1,71.25882352941177,79.14117647058823
1,58.14509803921569,85.89019607843137
1,53.65882352941176,73.68235294117648
1,61.19607843137255,61.964705882352945
1,52.61176470588235,81.91764705882352
1,53.01176470588236,66.54117647058824
1,64.30588235294118,59.603921568627456
1,65.25098039215686,77.62352941176471
1,43.97254901960784,66.36078431372549
1,53.90196078431372,56.86274509803921
1,69.09019607843138,54.70196078431373
1,51.21568627450981,78.41960784313726
1,64.7764705882353,74.0078431372549
1,49.772549019607844,67.61960784313726
1,48.23921568627451,63.70980392156862
1,44.51764705882353,71.08627450980393
1,45.52549019607843,61.76470588235294
1,48.24313725490196,57.576470588235296
1,58.35294117647059,81.12549019607843
1,57.52549019607843,68.76470588235294
1,50.05490196078431,71.51764705882353
1,62.2,82.94901960784314
1,72.38039215686274,62.03921568627451
